filename,true_label,error_count,evaluated_experiments,error_rate
nonclear.063.jpg,0,11468,12656,0.9061314791403287
clear.004.jpg,1,11380,12656,0.8991782553729456
nonclear.157.jpg,0,10437,12656,0.8246681415929203
nonclear.000.jpg,0,10436,12656,0.8245891276864729
nonclear.039.jpg,0,10376,12656,0.8198482932996207
nonclear.001.jpg,0,9993,12656,0.7895859671302149
nonclear.040.jpg,0,9852,12656,0.7784450063211125
nonclear.160.jpg,0,9643,12656,0.7619310998735778
nonclear.138.jpg,0,9550,12656,0.754582806573957
clear.051.jpg,1,9459,12656,0.7473925410872313
nonclear.088.jpg,0,9007,12656,0.7116782553729456
nonclear.141.jpg,0,8691,12656,0.6867098609355247
nonclear.035.jpg,0,8191,12656,0.6472029077117573
nonclear.125.jpg,0,7975,12656,0.6301359039190898
nonclear.061.jpg,0,7910,12656,0.625
nonclear.144.jpg,0,7790,12656,0.6155183312262958
nonclear.122.jpg,0,7745,12656,0.6119627054361567
nonclear.008.jpg,0,7689,12656,0.6075379266750948
clear.000.jpg,1,7477,12656,0.5907869785082175
clear.050.jpg,1,7470,12656,0.5902338811630847
clear.069.jpg,1,7465,12656,0.5898388116308471
nonclear.166.jpg,0,7463,12656,0.589680783817952
nonclear.093.jpg,0,7230,12656,0.5712705436156763
nonclear.161.jpg,0,7143,12656,0.5643963337547409
clear.014.jpg,1,7080,12656,0.5594184576485461
nonclear.142.jpg,0,6935,12656,0.5479614412136536
nonclear.119.jpg,0,6842,12656,0.5406131479140329
nonclear.116.jpg,0,6770,12656,0.5349241466498104
nonclear.134.jpg,0,6681,12656,0.5278919089759798
nonclear.007.jpg,0,6667,12656,0.5267857142857143
nonclear.014.jpg,0,6656,12656,0.5259165613147914
nonclear.131.jpg,0,6484,12656,0.5123261694058154
nonclear.060.jpg,0,6367,12656,0.5030815423514539
nonclear.154.jpg,0,6360,12656,0.5025284450063211
nonclear.038.jpg,0,6302,12656,0.4979456384323641
clear.164.jpg,1,6129,12656,0.4842762326169406
clear.139.jpg,1,6057,12656,0.4785872313527181
clear.111.jpg,1,5931,12656,0.4686314791403287
nonclear.012.jpg,0,5809,12656,0.45899178255372947
clear.145.jpg,1,5732,12656,0.4529077117572693
clear.009.jpg,1,5613,12656,0.44350505689001263
clear.060.jpg,1,5583,12656,0.4411346396965866
nonclear.140.jpg,0,5538,12656,0.43757901390644754
nonclear.155.jpg,0,5358,12656,0.42335651074589126
clear.016.jpg,1,5280,12656,0.41719342604298354
nonclear.009.jpg,0,5074,12656,0.4009165613147914
nonclear.148.jpg,0,5066,12656,0.4002844500632111
nonclear.137.jpg,0,5065,12656,0.40020543615676357
clear.162.jpg,1,5029,12656,0.39736093552465235
nonclear.132.jpg,0,4995,12656,0.39467446270543616
clear.033.jpg,1,4887,12656,0.38614096080910243
nonclear.162.jpg,0,4872,12656,0.38495575221238937
clear.076.jpg,1,4861,12656,0.3840865992414665
nonclear.091.jpg,0,4800,12656,0.37926675094816686
clear.043.jpg,1,4770,12656,0.37689633375474085
nonclear.052.jpg,0,4766,12656,0.3765802781289507
clear.153.jpg,1,4634,12656,0.3661504424778761
nonclear.004.jpg,0,4631,12656,0.3659134007585335
nonclear.117.jpg,0,4631,12656,0.3659134007585335
clear.167.jpg,1,4506,12656,0.35603666245259163
nonclear.130.jpg,0,4450,12656,0.35161188369152974
nonclear.158.jpg,0,4388,12656,0.34671302149178257
nonclear.069.jpg,0,4300,12656,0.3397597977243995
nonclear.114.jpg,0,4288,12656,0.3388116308470291
clear.097.jpg,1,4286,12656,0.338653603034134
nonclear.139.jpg,0,4187,12656,0.33083122629582806
nonclear.037.jpg,0,4185,12656,0.330673198482933
clear.090.jpg,1,4142,12656,0.327275600505689
nonclear.136.jpg,0,4107,12656,0.3245101137800253
clear.036.jpg,1,4053,12656,0.3202433628318584
nonclear.165.jpg,0,4019,12656,0.3175568900126422
nonclear.031.jpg,0,3988,12656,0.31510745891276865
nonclear.089.jpg,0,3939,12656,0.31123577749683945
clear.101.jpg,1,3919,12656,0.3096554993678888
nonclear.159.jpg,0,3888,12656,0.30720606826801516
nonclear.118.jpg,0,3878,12656,0.3064159292035398
nonclear.051.jpg,0,3803,12656,0.3004898862199747
clear.061.jpg,1,3784,12656,0.29898862199747156
clear.099.jpg,1,3778,12656,0.29851453855878635
nonclear.036.jpg,0,3757,12656,0.2968552465233881
nonclear.090.jpg,0,3721,12656,0.29401074589127685
nonclear.143.jpg,0,3625,12656,0.28642541087231355
nonclear.145.jpg,0,3617,12656,0.28579329962073324
nonclear.015.jpg,0,3581,12656,0.282948798988622
clear.048.jpg,1,3548,12656,0.2803413400758534
clear.100.jpg,1,3537,12656,0.2794721871049305
nonclear.124.jpg,0,3506,12656,0.2770227560050569
nonclear.110.jpg,0,3459,12656,0.2733091024020228
nonclear.164.jpg,0,3445,12656,0.27220290771175726
clear.085.jpg,1,3416,12656,0.26991150442477874
clear.132.jpg,1,3390,12656,0.26785714285714285
nonclear.076.jpg,0,3345,12656,0.2643015170670038
clear.031.jpg,1,3295,12656,0.26035082174462704
nonclear.017.jpg,0,3260,12656,0.25758533501896336
clear.007.jpg,1,3217,12656,0.2541877370417193
clear.022.jpg,1,3216,12656,0.25410872313527183
clear.133.jpg,1,3215,12656,0.2540297092288243
clear.042.jpg,1,3191,12656,0.25213337547408343
nonclear.020.jpg,0,3183,12656,0.2515012642225032
nonclear.128.jpg,0,3128,12656,0.24715549936788875
clear.013.jpg,1,3117,12656,0.24628634639696587
clear.102.jpg,1,3108,12656,0.24557522123893805
clear.005.jpg,1,3048,12656,0.24083438685208597
clear.144.jpg,1,3021,12656,0.23870101137800254
nonclear.075.jpg,0,3006,12656,0.2375158027812895
nonclear.113.jpg,0,3006,12656,0.2375158027812895
clear.147.jpg,1,2999,12656,0.23696270543615677
nonclear.059.jpg,0,2993,12656,0.23648862199747156
nonclear.013.jpg,0,2984,12656,0.23577749683944374
clear.122.jpg,1,2964,12656,0.23419721871049304
clear.063.jpg,1,2957,12656,0.2336441213653603
nonclear.016.jpg,0,2956,12656,0.23356510745891276
nonclear.053.jpg,0,2932,12656,0.23166877370417194
clear.123.jpg,1,2895,12656,0.22874525916561314
nonclear.111.jpg,0,2888,12656,0.2281921618204804
nonclear.056.jpg,0,2876,12656,0.22724399494310998
clear.098.jpg,1,2855,12656,0.22558470290771176
clear.075.jpg,1,2832,12656,0.22376738305941846
clear.105.jpg,1,2830,12656,0.2236093552465234
nonclear.153.jpg,0,2790,12656,0.220448798988622
clear.104.jpg,1,2789,12656,0.22036978508217447
nonclear.129.jpg,0,2777,12656,0.21942161820480405
clear.032.jpg,1,2758,12656,0.2179203539823009
clear.136.jpg,1,2725,12656,0.21531289506953225
nonclear.108.jpg,0,2683,12656,0.21199431099873578
clear.015.jpg,1,2671,12656,0.21104614412136535
nonclear.027.jpg,0,2671,12656,0.21104614412136535
clear.053.jpg,1,2664,12656,0.21049304677623262
clear.148.jpg,1,2662,12656,0.21033501896333756
nonclear.011.jpg,0,2645,12656,0.20899178255372947
clear.074.jpg,1,2638,12656,0.2084386852085967
